Country,State,Year,Month,Calendar Day,City,Quality Of Air,"Index Value Of Air (UOM:Number), Scaling Factor:1"
India,Odisha,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Kalinga Nagar,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Konark,Satisfactory,72
India,Odisha,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Paradeep,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Puri,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Rayagada,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Rourkela,Satisfactory,97
India,Odisha,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Sambalpur,,
India,Puducherry,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Karaikal,Satisfactory,56
India,Punjab,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Aspal Khurd (Tapa),,
India,Punjab,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Bara Pind (Goraya),Moderate,127
India,Punjab,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Changal (Sangrur),,
India,Punjab,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Dera Bassi,Satisfactory,65
India,Punjab,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Fatehpur (Samana),,
India,Punjab,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Jaito Sarja (Batala),Moderate,121
India,Punjab,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Kharaori (Sirhind),Moderate,117
India,Punjab,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Mureedke (Batala),Moderate,132
India,Punjab,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Naudhrani (Malerkotla),,
India,Punjab,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Peer Mohammad,,
India,Punjab,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Rakhra (Patiala),,
India,Rajasthan,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Bharatpur,Moderate,171
India,Rajasthan,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Chittorgargh,Moderate,124
India,Sikkim,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Chungthang,,
India,Sikkim,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Gangtok,,
India,Sikkim,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Mangan,,
India,Sikkim,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Namchi,,
India,Sikkim,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Pelling,,
India,Sikkim,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Rangpo,,
India,Sikkim,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Singtam,,
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Cuddalore,Satisfactory,70
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Madurai,Satisfactory,63
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Mettur,Good,38
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Salem,,
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Trichy,Satisfactory,74
India,Telangana,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Karimnagar,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Khammam,Satisfactory,96
India,Telangana,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Kothur,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Nalgonda,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Nizamabad,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Patencheru,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Ramagundum,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Sangareddy,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Warangal,,
India,Tripura,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Agartala,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Anpara,Moderate,123
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Bareily,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Firozabad,Poor,280
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Gajroula,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Gorakhpur,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Jhansi,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Khurja,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Mathura,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Raibareli,Moderate,107
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Saharanpur,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Unnao,,
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Dehradun,Poor,257
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Haldwani,Moderate,114
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Haridwar,,
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Kashipur,,
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Rishikesh,,
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Rudrapur,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Amtala,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Baharampur,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Balurghat,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Bankura,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Barasat,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Bardhaman,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Barrckpore,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Baruipur,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Bolpur,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Chinsura,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Coochbihar,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Dankuni,Satisfactory,68
India,West Bengal,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Darjeeling,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Ghatal,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Jalpaiguri,Moderate,104
India,West Bengal,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Kalyani,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Kharagpur,Moderate,145
India,West Bengal,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Krishnanagar,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Malda,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Medinipur,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Purulia,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Raigunj,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Rampurhat,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Ranaghat,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Raniganj,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Rishra,Satisfactory,70
India,West Bengal,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Sankrail,Moderate,130
India,West Bengal,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Suri,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Tamluk,Moderate,127
India,West Bengal,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Tribeni,Satisfactory,64
India,West Bengal,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-04,Uluberia,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Anatapur,Satisfactory,62
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Chittor,Satisfactory,97
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Eluru,Good,47
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Guntur,Satisfactory,52
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Kadapa,Satisfactory,63
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Kakinada,Satisfactory,56
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Kurnool,Satisfactory,67
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Nellore,Satisfactory,62
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Ongole,Satisfactory,56
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Srikakulam,Satisfactory,59
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Vizianagaram,Satisfactory,63
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Itanagar,,
India,Assam,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Bongaigaon,Good,47
India,Assam,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Daranga,Good,23
India,Assam,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Dibrugarh,Good,29
India,Assam,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Golaghat,,
India,Assam,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Magherita,Good,16
India,Assam,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Nagaon,Satisfactory,79
India,Assam,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Nalbari,Satisfactory,74
India,Assam,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,North Lakhimpur,,
India,Assam,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Silcher,,
India,Assam,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Sivasagar,Good,38
India,Assam,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Tezpur,Satisfactory,51
India,Assam,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Tinsukia,Good,32
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Bilaspur,Satisfactory,51
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Durg-Bhillainagar,Satisfactory,61
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Korba,Satisfactory,58
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Raigarh,Satisfactory,63
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Raipur,Satisfactory,59
India,Goa,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Amona,,
India,Goa,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Assanora,,
India,Goa,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Bicholim,,
India,Goa,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Codli,,
India,Goa,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Cuncolim,,
India,Goa,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Honda,Satisfactory,75
India,Goa,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Kundaim,,
India,Goa,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Mapusa,,
India,Goa,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Margao,,
India,Goa,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Marmagao,,
India,Goa,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Panaji,,
India,Goa,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Ponda,Satisfactory,62
India,Goa,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Sanguem,,
India,Goa,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Tilamol,,
India,Goa,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Tuem,,
India,Goa,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Usgao-Pale,,
India,Goa,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Vasco,,
India,Gujarat,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Jamnagar,,
India,Gujarat,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Rajkot,,
India,Gujarat,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Surat,,
India,Gujarat,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Vadodara,,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Baddi,Satisfactory,96
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Damtal,Moderate,116
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Dharamshala,Satisfactory,72
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Gulaba,Good,15
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Kala Amb,Satisfactory,84
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Manali,Good,35
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Marhi,Good,10
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Nalagarh,,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Parwanoo,Satisfactory,55
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Poanta Sahib,Moderate,109
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Shimla,Satisfactory,57
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Sunder Nagar,Good,47
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Una,Satisfactory,61
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Vashisht,Good,20
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Jammu,Moderate,135.95963354681565984990
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Pulwama,,
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Barajamda,,
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Dhanbad,,
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Jamshedpur,Satisfactory,70
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Jharia,,
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Saraikela,,
India,Karnataka,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Belgaum,Satisfactory,83
India,Karnataka,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Chitradurga,,
India,Karnataka,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Mandya,,
India,Karnataka,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Tumkuru,Good,35
India,Kerala,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Alappuzha,,
India,Kerala,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Kottayam,,
India,Kerala,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Mallappuram,,
India,Kerala,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Palakkad,,
India,Kerala,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Pathanamthitta,,
India,Kerala,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Wayanad,,
India,Ladakh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Jammu,Moderate,3.04036645318434015010
India,Ladakh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Pulwama,,
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Amlai,Satisfactory,60
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Chindwara,Satisfactory,65
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Nagda,Satisfactory,63
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Akola,Satisfactory,57
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Ambernath,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Amravati,Satisfactory,53
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Badlapur,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Bhiwandi,Satisfactory,66
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Jalgaon,Satisfactory,59
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Jalna,Satisfactory,99
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Kolhapur,Satisfactory,94
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Latur,Satisfactory,52
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Pimpri-Chinchwad,Moderate,176
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Sangli,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Ulhas Nagar,Satisfactory,99
India,Manipur,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Imphal,,
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Byrnihat,Moderate,123
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Dawki,Good,32
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Khlihriat,Good,39
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Nongstoin,Good,34
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Tura,Good,32
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Umaim,Satisfactory,63
India,Mizoram,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Champhai,Good,18
India,Mizoram,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Kolasib,Good,14
India,Nagaland,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Dimapur,Satisfactory,79
India,Odisha,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Angul,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Balasore,Satisfactory,87
India,Odisha,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Berhampur,Satisfactory,55
India,Odisha,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Bhubaneshwar,Satisfactory,97
India,Odisha,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Cuttack,Moderate,102
India,Odisha,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Jharsuguda,Satisfactory,89
India,Odisha,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Kalinga Nagar,Moderate,115
India,Odisha,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Konark,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Paradeep,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Puri,Satisfactory,85
India,Odisha,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Rayagada,Satisfactory,77
India,Odisha,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Rourkela,Moderate,112
India,Odisha,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Sambalpur,Satisfactory,62
India,Puducherry,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Karaikal,,
India,Punjab,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Aspal Khurd (Tapa),,
India,Punjab,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Bara Pind (Goraya),Moderate,131
India,Punjab,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Changal (Sangrur),,
India,Punjab,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Dera Bassi,,
India,Punjab,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Fatehpur (Samana),,
India,Punjab,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Jaito Sarja (Batala),,
India,Punjab,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Kharaori (Sirhind),,
India,Punjab,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Mureedke (Batala),,
India,Punjab,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Naudhrani (Malerkotla),,
India,Punjab,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Peer Mohammad,,
India,Punjab,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Rakhra (Patiala),,
India,Rajasthan,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Bharatpur,Moderate,166
India,Rajasthan,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Chittorgargh,Moderate,121
India,Sikkim,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Chungthang,Good,17
India,Sikkim,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Gangtok,Good,17
India,Sikkim,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Mangan,Good,41
India,Sikkim,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Namchi,Good,34
India,Sikkim,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Pelling,Good,32
India,Sikkim,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Rangpo,Good,42
India,Sikkim,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Singtam,Good,42
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Cuddalore,Satisfactory,53
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Madurai,,
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Mettur,Good,35
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Salem,,
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Trichy,Satisfactory,55
India,Telangana,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Karimnagar,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Khammam,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Kothur,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Nalgonda,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Nizamabad,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Patencheru,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Ramagundum,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Sangareddy,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Warangal,,
India,Tripura,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Agartala,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Anpara,Moderate,127
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Bareily,Sever,474
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Firozabad,Poor,273
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Gajroula,Moderate,125
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Gorakhpur,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Jhansi,Moderate,113
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Khurja,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Mathura,Moderate,136
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Raibareli,Satisfactory,100
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Saharanpur,Poor,277
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Unnao,Moderate,146
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Dehradun,Moderate,141
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Haldwani,,
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Haridwar,,
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","November, 2020",2020-11-03,Kashipur,,
